sample_id,reference,hypothesis,reference_norm,hypothesis_norm,wer,category
fleurs-1826,qəza baş verdikdən sonra qibson xəstəxanaya aparıldı amma qısa müddət keçdikdən sonra dünyasını dəyişdi, Qəza baş verdikdən sonra Gibson xəstəxanaya paraldı. Amma qəsə müddət keçikdən sonra dünyasını dəyişdi.,qəza baş verdikdən sonra qibson xəstəxanaya aparıldı amma qısa müddət keçdikdən sonra dünyasını dəyişdi, qəza baş verdikdən sonra gibson xəstəxanaya paraldı amma qəsə müddət keçikdən sonra dünyasını dəyişdi ,0.2857,
fleurs-1950,şimalda və asanlıqla qət edilə biləcək məsafədə romantik və ecazkar sintra qəsəbəsi yerləşir bu qəsəbənin misilsiz gözəlliyi lord bayron tərəfindən qələmə alındıqdan sonra əcnəbilər arasında məşhurlaşdı, Şimalda və asanlıqla qət elə biləcək məsafədə romantik və icazkar Sintra qəsəbəsi yerləşir. Bu qəsəbənin bir silsiz gözəlliyi Lord Byron tərəfindən qələmi alındıqdan sonra əznəblər arasında məşhullaşdı.,şimalda və asanlıqla qət edilə biləcək məsafədə romantik və ecazkar sintra qəsəbəsi yerləşir bu qəsəbənin misilsiz gözəlliyi lord bayron tərəfindən qələmə alındıqdan sonra əcnəbilər arasında məşhurlaşdı, şimalda və asanlıqla qət elə biləcək məsafədə romantik və icazkar sintra qəsəbəsi yerləşir bu qəsəbənin bir silsiz gözəlliyi lord byron tərəfindən qələmi alındıqdan sonra əznəblər arasında məşhullaşdı ,0.3077,
fleurs-1668,bundan əlavə cənubi afrikadakı seçilmiş parklara yaxud da cənubi afrikanın bütün milli parklarına giriş təmin edən wild card almaq da faydalı ola bilər," Bundan əlavə, Cənubi Afrikada ki seçilmiş parklara yaxud da Cənubi Afrikanın bütün milli parklarına giriş təmin edən wildcard almaqda faydalı ola bilər.",bundan əlavə cənubi afrikadakı seçilmiş parklara yaxud da cənubi afrikanın bütün milli parklarına giriş təmin edən wild card almaq da faydalı ola bilər, bundan əlavə cənubi afrikada ki seçilmiş parklara yaxud da cənubi afrikanın bütün milli parklarına giriş təmin edən wildcard almaqda faydalı ola bilər ,0.2609,
fleurs-1812,sınaq vaksinlərindən birinin ebola ölüm səviyyəsini azalda bildiyi hesab edilsə də bu günə qədər mövcud infeksiyaya qarşı müalicə tətbiq etmək üçün hər hansı bir dərmanın faydası açıq şəkildə qeyd olunmur," Sınaq vaksinlərindən birinin ebola ölüm səviyyəsin azalda bildiyi hesab edilsə də, bu günə qədər mövcud infeksiya qarşı moralizə tətbiq etmək üçün hər hansı bir dərmanın faydası açıq şəkildə qeyd olunmur.",sınaq vaksinlərindən birinin ebola ölüm səviyyəsini azalda bildiyi hesab edilsə də bu günə qədər mövcud infeksiyaya qarşı müalicə tətbiq etmək üçün hər hansı bir dərmanın faydası açıq şəkildə qeyd olunmur, sınaq vaksinlərindən birinin ebola ölüm səviyyəsin azalda bildiyi hesab edilsə də bu günə qədər mövcud infeksiya qarşı moralizə tətbiq etmək üçün hər hansı bir dərmanın faydası açıq şəkildə qeyd olunmur ,0.1,
fleurs-1848,dünən səhər qaziantep polis mərkəzində bomba qoyulmuş avtomobilin partlaması nəticəsində iki polis işçisi şəhid olub yaralıların sayı iyirmi nəfərdən çoxdur, Dün ənsər Qaziantap polis mərkəzində bomba qoyulmuş automobilin partlaması nəticəsində iki polis işçisi şəhid olub yaralıların sayı 20 nəfərdən çoxdur.,dünən səhər qaziantep polis mərkəzində bomba qoyulmuş avtomobilin partlaması nəticəsində iki polis işçisi şəhid olub yaralıların sayı iyirmi nəfərdən çoxdur, dün ənsər qaziantap polis mərkəzində bomba qoyulmuş automobilin partlaması nəticəsində iki polis işçisi şəhid olub yaralıların sayı 20 nəfərdən çoxdur ,0.25,
fleurs-1772,belə ki notasiya ehtimal ki sadəcə bir etiket olaraq əlavə edilib," Belə ki, notasiya ehtimalı ki, sadəcə bir etikət olarağa laə vedlib.",belə ki notasiya ehtimal ki sadəcə bir etiket olaraq əlavə edilib, belə ki notasiya ehtimalı ki sadəcə bir etikət olarağa laə vedlib ,0.4545,
fleurs-1667,ümumiyyətlə müdirlər əvvəlki kolleqalarına müdirlik etməyə başladıqda iki növ davranış özünü büruzə verə bilər. bu spektrin sonluqlarından biri oğlanlardan biri yaxud da qızlardan olaraq qalmağa çalışmaqdır," Ümumiyyətlə, müdirlər əvvəliki kollegalarına müdirlik etməyə başladığıqda iki növ davranış özünü bir özə verə bilər. Bu spektrin sonluqlarından biri oğlanlardan biri yaxudqızlardan olaraq qalmağa çalışmaqdır.",ümumiyyətlə müdirlər əvvəlki kolleqalarına müdirlik etməyə başladıqda iki növ davranış özünü büruzə verə bilər bu spektrin sonluqlarından biri oğlanlardan biri yaxud da qızlardan olaraq qalmağa çalışmaqdır, ümumiyyətlə müdirlər əvvəliki kollegalarına müdirlik etməyə başladığıqda iki növ davranış özünü bir özə verə bilər bu spektrin sonluqlarından biri oğlanlardan biri yaxudqızlardan olaraq qalmağa çalışmaqdır ,0.3077,
fleurs-1739,dünyanın qalan hissəsindən tamamilə təcrid olunmuş bu mağara məkkənin şimalındakı dağlardan birinin zirvəsində yerləşir, Dünyanın qalan hissəsindən tamamilə təcrübdə olunmuş bu mağaram Məkkənin şimaldakı dağlardan birinin zirvesində yerləşir.,dünyanın qalan hissəsindən tamamilə təcrid olunmuş bu mağara məkkənin şimalındakı dağlardan birinin zirvəsində yerləşir, dünyanın qalan hissəsindən tamamilə təcrübdə olunmuş bu mağaram məkkənin şimaldakı dağlardan birinin zirvesində yerləşir ,0.2857,
fleurs-1693,amma komandanın qapıçısı öz qapısını itirdikdən sonra hindistan 7 vuruşu bitirmə fürsətini əldən verərək sadəcə 36 qaçış qura bildi," Amma Kamadanın qapçısı öz qapçısını itirdikdən sonra Hindistan getdiyi vuruş bitirimi fürsyatını əldən verərək, sadəcə 36 qaçış qurabildi.",amma komandanın qapıçısı öz qapısını itirdikdən sonra hindistan 7 vuruşu bitirmə fürsətini əldən verərək sadəcə 36 qaçış qura bildi, amma kamadanın qapçısı öz qapçısını itirdikdən sonra hindistan getdiyi vuruş bitirimi fürsyatını əldən verərək sadəcə 36 qaçış qurabildi ,0.4737,
fleurs-1830,i̇qtidarda olan partiya cənubi-qərbi afrika xalq təşkilatı swapo da parlament seçkilərində səslərin çoxunu qazandı," İqtidarda olan Partiya Canubi Qərbi, Afrika xalq təşkilatı, SWA, PO parlament seçilərində səslərin çoxunu qazandı.",i qtidarda olan partiya cənubi qərbi afrika xalq təşkilatı swapo da parlament seçkilərində səslərin çoxunu qazandı, i qtidarda olan partiya canubi qərbi afrika xalq təşkilatı swa po parlament seçilərində səslərin çoxunu qazandı ,0.25,
fleurs-1761,sonradan tualetə ehtiyacı olan yaşlı qadının yerini fotoqraflar tutmuşdu mendoza silahla vurularaq zərərsizləşdirildi, Sonradan tualətə etiyaca olan yaşlı qadını yerinə fotoqraflar tutmuşdu. Mendoza silahla vurularaq zərətsizləşdirildi.,sonradan tualetə ehtiyacı olan yaşlı qadının yerini fotoqraflar tutmuşdu mendoza silahla vurularaq zərərsizləşdirildi, sonradan tualətə etiyaca olan yaşlı qadını yerinə fotoqraflar tutmuşdu mendoza silahla vurularaq zərətsizləşdirildi ,0.3846,
fleurs-1920,qonaqlarının ruh yüksəkliyini qorumaq və onların həmin yerdə qonaqlamasını təmin etmək üçün onlar adətən xüsusi yemək-içmək və əyləncə təklif edirlər, Konaxlarını ruhyu səhlini qorummaq və onların həmin yerdə konaxlamasını təmin etmək üçün onlar adətən xüsusi yemək içməyə və eləncə təklif edirlər.,qonaqlarının ruh yüksəkliyini qorumaq və onların həmin yerdə qonaqlamasını təmin etmək üçün onlar adətən xüsusi yemək içmək və əyləncə təklif edirlər, konaxlarını ruhyu səhlini qorummaq və onların həmin yerdə konaxlamasını təmin etmək üçün onlar adətən xüsusi yemək içməyə və eləncə təklif edirlər ,0.3333,
fleurs-1712,sundarban 1966-cı ildən bəri vəhşi təbiət qoruğudur ərazidə indi 400 benqal pələnginin və təxminən 30 000 xallı maralın olduğu hesab edilir, Sundarban 1966-cu ildən bəri vəhşi təbiət qoruqudur. Ərazidə indi 400 bengal pərənginin və təxminən 30 mi xallı maralın olduğu hesab edilir.,sundarban 1966 cı ildən bəri vəhşi təbiət qoruğudur ərazidə indi 400 benqal pələnginin və təxminən 30 000 xallı maralın olduğu hesab edilir, sundarban 1966 cu ildən bəri vəhşi təbiət qoruqudur ərazidə indi 400 bengal pərənginin və təxminən 30 mi xallı maralın olduğu hesab edilir ,0.2273,
fleurs-2006,kalsium və kalium kimi kimyəvi elementlər metal hesab olunur təbii ki gümüş və qızıl kimi metallar da mövcuddur," Kalsiyon və kalyon kimi kimiyyə vələmətlər metal həsam olunur. Təbii ki, gümüş və qızıl kimi metanlar da mövcuddur.",kalsium və kalium kimi kimyəvi elementlər metal hesab olunur təbii ki gümüş və qızıl kimi metallar da mövcuddur, kalsiyon və kalyon kimi kimiyyə vələmətlər metal həsam olunur təbii ki gümüş və qızıl kimi metanlar da mövcuddur ,0.3333,
fleurs-1751,mübahisə katrina qasırğasından sonra dəstək və yenidənqurma işlərinə sərf olunan xərclərlə əlaqəli hətta bəzi maliyyəçi mühafizəkarların yumoristik bir şəkildə buşun nyu-orlean sazişi adlandırdıqları müzakirələrlə daha da qızışdı," Mübaizə Katrina qasırğasının son dəstək və yenidən qurma işlərinə sərt olan xəzlərlə əlaqəli hətta bəzi maliyyəti mühafiziyakəri yumuristik bir şəkildə, buşun New Orleans saz işi adlandırdığı müzakirələrlə daha da qızışdı.",mübahisə katrina qasırğasından sonra dəstək və yenidənqurma işlərinə sərf olunan xərclərlə əlaqəli hətta bəzi maliyyəçi mühafizəkarların yumoristik bir şəkildə buşun nyu orlean sazişi adlandırdıqları müzakirələrlə daha da qızışdı, mübaizə katrina qasırğasının son dəstək və yenidən qurma işlərinə sərt olan xəzlərlə əlaqəli hətta bəzi maliyyəti mühafiziyakəri yumuristik bir şəkildə buşun new orleans saz işi adlandırdığı müzakirələrlə daha da qızışdı ,0.5714,
fleurs-1963,nəm paltarları ütüləyərək qurutmaq olar otellərin əksəriyyətində ütü var və nömrələrdə ütü olmasa belə oteldən ütü və ütü masası götürmək olar," Nəm paltarlı ütü də yerkən, unutma qolar. Otellərin əksəriyyətində ütü var və nümrələrdə ütü olmasa belə, oteldə ütü və ütü masası götürmək qolar.",nəm paltarları ütüləyərək qurutmaq olar otellərin əksəriyyətində ütü var və nömrələrdə ütü olmasa belə oteldən ütü və ütü masası götürmək olar, nəm paltarlı ütü də yerkən unutma qolar otellərin əksəriyyətində ütü var və nümrələrdə ütü olmasa belə oteldə ütü və ütü masası götürmək qolar ,0.4286,
fleurs-1672,parça materialının həddən artıq çox isinməməsi üçün ehtiyatlı olun bu hal parçanın daralmasına və daha çox isti tətbiq olunduqda isə yanmasına səbəb ola bilər, Parça materiallının hətdən çox isimməməsi üçün ehtiyatlı olun. Bu hal parcaqın daralmasına və daha çox isti tətbiq olunduqda isə yanmasına səbəb ola bilər.,parça materialının həddən artıq çox isinməməsi üçün ehtiyatlı olun bu hal parçanın daralmasına və daha çox isti tətbiq olunduqda isə yanmasına səbəb ola bilər, parça materiallının hətdən çox isimməməsi üçün ehtiyatlı olun bu hal parcaqın daralmasına və daha çox isti tətbiq olunduqda isə yanmasına səbəb ola bilər ,0.2083,
fleurs-1753,bu adətən yanlış bir stereotip olsa da parisi gəzmənin ən yaxşı yolu hələ də bien élevé yaxşı tərbiyə almış biri kimi davranmaqdır. bu fənd gəzintinizi olduqca asanlaşdıracaqdır," Bu adətən yanlış bir istirahatib olsa da Paris-i gezmən əy yaxşı yolu hələ də bilən eləvi, yaxşı tərbiye almış biri kimi davranmaqdır. Bu fənd, gəzintini olduqca sannaşdıracaqdır.",bu adətən yanlış bir stereotip olsa da parisi gəzmənin ən yaxşı yolu hələ də bien élevé yaxşı tərbiyə almış biri kimi davranmaqdır bu fənd gəzintinizi olduqca asanlaşdıracaqdır, bu adətən yanlış bir istirahatib olsa da paris i gezmən əy yaxşı yolu hələ də bilən eləvi yaxşı tərbiye almış biri kimi davranmaqdır bu fənd gəzintini olduqca sannaşdıracaqdır ,0.3704,
fleurs-1748,yanğın 23:35-ə qədər yanğından mühafizə bölmələri tərəfindən söndürüldü, Yağın 23-35-ə qədər yağından mühafizə bölümələri tərəfindən söndürüldü.,yanğın 23 35 ə qədər yanğından mühafizə bölmələri tərəfindən söndürüldü, yağın 23 35 ə qədər yağından mühafizə bölümələri tərəfindən söndürüldü ,0.3,
fleurs-1900,əslində onun varlığı bilinsə də onu tapmaq çətindir mağaranın içinə girmək tamamilə təcrid olunmaq deməkdir, Asildoğunun varlığı bilinəsə də onu tapmaq çətindir. Mağaranın içində girmək tamami ilə təzərd olunmaq deməkdir.,əslində onun varlığı bilinsə də onu tapmaq çətindir mağaranın içinə girmək tamamilə təcrid olunmaq deməkdir, asildoğunun varlığı bilinəsə də onu tapmaq çətindir mağaranın içində girmək tamami ilə təzərd olunmaq deməkdir ,0.4667,
fleurs-1970,şübhəsiz dəqiq məlumatımız olmasa da onun çəngəl formalı dili olduğunu düşünürük onun qidasını tısbağalar böyük balıqlar və digər mozazavrlar təşkil edirdi və hətta onun bir hannibal olduğunu da ehtimal etmək olar," Şübhəsiz, dəqiq məlumatımız olmasa da onun çəngəl formalı dil olduğunu düşünürük. Onun qidasını cıspağlar, böyük balıqlar və digər mazazavrlar təşkil edirir və hətta onun bir hanibal olduğunu da ehtimal etmək olar.",şübhəsiz dəqiq məlumatımız olmasa da onun çəngəl formalı dili olduğunu düşünürük onun qidasını tısbağalar böyük balıqlar və digər mozazavrlar təşkil edirdi və hətta onun bir hannibal olduğunu da ehtimal etmək olar, şübhəsiz dəqiq məlumatımız olmasa da onun çəngəl formalı dil olduğunu düşünürük onun qidasını cıspağlar böyük balıqlar və digər mazazavrlar təşkil edirir və hətta onun bir hanibal olduğunu da ehtimal etmək olar ,0.1613,
fleurs-1775,video-qeydlərdən istifadə bir neçə milisaniyə çəkən mikro-ifadələr üz hərəkətlərinin açıqlanmasında əhəmiyyətli tapıntılara səbəb oldu, Video gedilərdən istifadə bir neçə millisaniyə çəkən mikroifadələr üz hərəkətinin açıqlanmasına əhəmiyyətli tapıntılara səbəb oldu.,video qeydlərdən istifadə bir neçə milisaniyə çəkən mikro ifadələr üz hərəkətlərinin açıqlanmasında əhəmiyyətli tapıntılara səbəb oldu, video gedilərdən istifadə bir neçə millisaniyə çəkən mikroifadələr üz hərəkətinin açıqlanmasına əhəmiyyətli tapıntılara səbəb oldu ,0.375,
fleurs-1875,planetimizin çaylarından okeanlara qarışan suyun 20 faizi amazona aiddir, Planetimizin çaylarından okeyanlara qaraşan suyun 20 faizi Amazon'a aydır.,planetimizin çaylarından okeanlara qarışan suyun 20 faizi amazona aiddir, planetimizin çaylarından okeyanlara qaraşan suyun 20 faizi amazon a aydır ,0.5556,
fleurs-1744,ulduzun maqnit sahəsinin inversiyası baxımından aktivliyi rossby nömrəsindən asılıdır rossby nömrəsi nə qədər kiçik olarsa aktivlik bir o qədər az olacaq, Ulduzun Magnecaiəsinin inversiyası baxımından aktivliyi Ross Payn nömrəsinə asılıdır. Ross Payn nömrəsi nə qədər kişi olarsa aktivli bir o qədər az olacaq.,ulduzun maqnit sahəsinin inversiyası baxımından aktivliyi rossby nömrəsindən asılıdır rossby nömrəsi nə qədər kiçik olarsa aktivlik bir o qədər az olacaq, ulduzun magnecaiəsinin inversiyası baxımından aktivliyi ross payn nömrəsinə asılıdır ross payn nömrəsi nə qədər kişi olarsa aktivli bir o qədər az olacaq ,0.4286,
fleurs-1979,folklend adalarının rəsmi valyutası folklend adaları funtudur fkp və dəyəri bir britaniya funtunun gbp dəyərinə bərabərdir, Folklend adalarının rəsmi valyutası Folklend adaları fıntudur və dəyəri bir-birtaniya fıntunun dəyərinə bərabərdir.,folklend adalarının rəsmi valyutası folklend adaları funtudur fkp və dəyəri bir britaniya funtunun gbp dəyərinə bərabərdir, folklend adalarının rəsmi valyutası folklend adaları fıntudur və dəyəri bir birtaniya fıntunun dəyərinə bərabərdir ,0.3125,
fleurs-1992,xüsusilə savannalarda afrikanın ecazkar vəhşi həyatını görmək məqsədilə insanların quru yollarla etdiyi səyahət üçün məşhur safari terminindən istifadə edirlər, Xüsusilə Sabanalarda Afrikanı ecəskər vəhşi həyatına görmək məqsədilə insanların quru yollarla ektiyi səhəd üçün məşhur safari terminininə istifadə edirlər.,xüsusilə savannalarda afrikanın ecazkar vəhşi həyatını görmək məqsədilə insanların quru yollarla etdiyi səyahət üçün məşhur safari terminindən istifadə edirlər, xüsusilə sabanalarda afrikanı ecəskər vəhşi həyatına görmək məqsədilə insanların quru yollarla ektiyi səhəd üçün məşhur safari terminininə istifadə edirlər ,0.3684,
fleurs-1864,xanım kirçner buenos-ayres əyaləti nümayəndə heyətinin bir üzvü kimi 2005-ci ilin senat kampaniyasını başlatmaq üçün istifadə etdiyi eyni argentina teatrında bu dəfə prezidentliyə namizədliyini bəyan etdi," Xanım Qrit Kürtçnər, Boyenos Ayrısa əyaləti nümayəndə həyatəyin bir üzvə kimi 2005-ci ilin senat kampaniyasını başlatmaq üçün istifadə etdiyi, Eyn-Argentina teatranına bu dəfə prezidentliyə namizətliyini bəyan etdi.",xanım kirçner buenos ayres əyaləti nümayəndə heyətinin bir üzvü kimi 2005 ci ilin senat kampaniyasını başlatmaq üçün istifadə etdiyi eyni argentina teatrında bu dəfə prezidentliyə namizədliyini bəyan etdi, xanım qrit kürtçnər boyenos ayrısa əyaləti nümayəndə həyatəyin bir üzvə kimi 2005 ci ilin senat kampaniyasını başlatmaq üçün istifadə etdiyi eyn argentina teatranına bu dəfə prezidentliyə namizətliyini bəyan etdi ,0.3214,
fleurs-1910,eqosentrik kobud və təkəbbürlü xarakter parislilərə xasdır," Ego-səntrik, köbud və təkəb ürünlü xarakter parislərə xastır.",eqosentrik kobud və təkəbbürlü xarakter parislilərə xasdır, ego səntrik köbud və təkəb ürünlü xarakter parislərə xastır ,1.0,
fleurs-1906,bu əlvida demək deyil sadəcə bir fəslin sonu növbəti fəslin başlanğıcıdır," Bu el-vidə demək deyil, sənəcə bir fəslin sonu növbəti fəslin başlığa qıcadır.",bu əlvida demək deyil sadəcə bir fəslin sonu növbəti fəslin başlanğıcıdır, bu el vidə demək deyil sənəcə bir fəslin sonu növbəti fəslin başlığa qıcadır ,0.4545,
fleurs-1799,karpanedo çərşənbə günü baş verən tədbirdən əlavə çempionat daxilində iki ayrı yarışda mübarizə apardı," Karpenado çərşən bəqinə baş veriləni tətbirdənə lafət, çempionat daxilində 2-3 yarışdama barzapardı.",karpanedo çərşənbə günü baş verən tədbirdən əlavə çempionat daxilində iki ayrı yarışda mübarizə apardı, karpenado çərşən bəqinə baş veriləni tətbirdənə lafət çempionat daxilində 2 3 yarışdama barzapardı ,0.7857,
fleurs-1996,avstraliyalı mitçell qorli kişilər kateqoriyasında super-g ayaqüstü xizək yarışını 11-ci pillədə başa vurdu onun çexiyalı rəqibi oldrix yelinek kişilər kateqoriyasında super-g oturaq xizək yarışını 16-cı yerdə bitirdi, Avstrayalı Mithjel Qoril kişilər kategoriyasında Super G-Ayaqüslü xizək yarışını 11-ci pillədə başa vurdu. Onun çeyh yalırə gibi Oldrich Jellinek kişilər kategoriyasında Super G-Oturak xizək yarışını 16-cu yerdə bitirdi.,avstraliyalı mitçell qorli kişilər kateqoriyasında super g ayaqüstü xizək yarışını 11 ci pillədə başa vurdu onun çexiyalı rəqibi oldrix yelinek kişilər kateqoriyasında super g oturaq xizək yarışını 16 cı yerdə bitirdi, avstrayalı mithjel qoril kişilər kategoriyasında super g ayaqüslü xizək yarışını 11 ci pillədə başa vurdu onun çeyh yalırə gibi oldrich jellinek kişilər kategoriyasında super g oturak xizək yarışını 16 cu yerdə bitirdi ,0.4194,
fleurs-1732,hadisələrin baş verdiyi 11 12 və 13-cü əsrlər avropa tarixi dövrü yəni erkən orta əsrlər olaraq bilinir be 1000-1300," Hadisələrin baş verdiyi 11, 12 və 13-cü əsillər Avrupa tarixi dövrü yenəkən orta əsillər olaraq bilinir.",hadisələrin baş verdiyi 11 12 və 13 cü əsrlər avropa tarixi dövrü yəni erkən orta əsrlər olaraq bilinir be 1000 1300, hadisələrin baş verdiyi 11 12 və 13 cü əsillər avrupa tarixi dövrü yenəkən orta əsillər olaraq bilinir ,0.381,
fleurs-1917,xalqın mərasimi izləməsini təmin etmək üçün romanın müxtəlif yerlərində nəhəng televiziya ekranları quraşdırıldı, Xalqın mərasimi izləməsini təmin etmək üçün romanın müxtəlif yerlərindən əhənq televiziya ekranları quraşdırıldı.,xalqın mərasimi izləməsini təmin etmək üçün romanın müxtəlif yerlərində nəhəng televiziya ekranları quraşdırıldı, xalqın mərasimi izləməsini təmin etmək üçün romanın müxtəlif yerlərindən əhənq televiziya ekranları quraşdırıldı ,0.1538,
fleurs-1776,bir gecədə dunlap broadsides kimi tanınan sənədin 150-200 ədəd nüsxəsi çıxarıldı," Bir gecədə, Dunlop Broadside kimi tanıdan sənədən 150-200 ədət nüsxəsi çıxarıldı.",bir gecədə dunlap broadsides kimi tanınan sənədin 150 200 ədəd nüsxəsi çıxarıldı, bir gecədə dunlop broadside kimi tanıdan sənədən 150 200 ədət nüsxəsi çıxarıldı ,0.4167,
fleurs-1971,şiddətli küləklər dolu həddən artıq yağış və meşə yanğınları fırtına tufan su burulğanları və qasırğalar kimi ağır hava şəraitinin təsirlərinin təzahür formasıdır," Şiddətli küləylər dolu, hətta artıq yaxşı və meşə yanıları, fırtınamı, dufan, su burulğunları və qasırğalar kimi ağır hava şəratini təsirləyən təzahür formasıdır.",şiddətli küləklər dolu həddən artıq yağış və meşə yanğınları fırtına tufan su burulğanları və qasırğalar kimi ağır hava şəraitinin təsirlərinin təzahür formasıdır, şiddətli küləylər dolu hətta artıq yaxşı və meşə yanıları fırtınamı dufan su burulğunları və qasırğalar kimi ağır hava şəratini təsirləyən təzahür formasıdır ,0.4091,
fleurs-1829,yüksək vergi tətbiq edən ölkələrə gedə turistlər buradan alış-veriş edərkən xüsusilə də spirtli içki və tütün məhsulları alarkən bəzən ciddi miqdarda pula qənaət edə bilər," Yüksək vergi tətbiq edilən ölkələrə gedən turistlər burada alışveriş edərkən, xüsusilə də spritli iski bət ütün məhsulları alarkən, bəziyəc zidli miqdarda pulak genayət edə bilər.",yüksək vergi tətbiq edən ölkələrə gedə turistlər buradan alış veriş edərkən xüsusilə də spirtli içki və tütün məhsulları alarkən bəzən ciddi miqdarda pula qənaət edə bilər, yüksək vergi tətbiq edilən ölkələrə gedən turistlər burada alışveriş edərkən xüsusilə də spritli iski bət ütün məhsulları alarkən bəziyəc zidli miqdarda pulak genayət edə bilər ,0.5,
fleurs-1858,epidemiyaya sülhməramlıların səbəb olduğunu bmt-nin xəstəliklər üzrə mütəxəssisi daniele lanteyn bildirib, Epidemiya-yəsüv məramlıların sərbə olduğunu BMT-nin xəssəklər üzrə mütəxəssisi Daniel Elanteyn bildirib.,epidemiyaya sülhməramlıların səbəb olduğunu bmt nin xəstəliklər üzrə mütəxəssisi daniele lanteyn bildirib, epidemiya yəsüv məramlıların sərbə olduğunu bmt nin xəssəklər üzrə mütəxəssisi daniel elanteyn bildirib ,0.5833,
fleurs-1949,entomoloqlar bu qrupa aid həşəratlar üçün ümumi mənada böcək terminindən istifadə edir, Entamologlar bu qrupa qəyit həşadlar üçün ümumiyyədə də böcək terminindən istifadə edir.,entomoloqlar bu qrupa aid həşəratlar üçün ümumi mənada böcək terminindən istifadə edir, entamologlar bu qrupa qəyit həşadlar üçün ümumiyyədə də böcək terminindən istifadə edir ,0.4167,
fleurs-1727,yabanı uşaqlar atılmazdan və ya birinin əlindən qaçmazdan qabaq uşaq istismarına ya da travmaya məruz qalmış ola bilərlər, Ya bağlı uşaqlar atılmazdan və ya birinin əlindən qarşmazdan da bağlı uşaq istismarına ya da travmaya məruz qalmış olabilərlər.,yabanı uşaqlar atılmazdan və ya birinin əlindən qaçmazdan qabaq uşaq istismarına ya da travmaya məruz qalmış ola bilərlər, ya bağlı uşaqlar atılmazdan və ya birinin əlindən qarşmazdan da bağlı uşaq istismarına ya da travmaya məruz qalmış olabilərlər ,0.3889,
fleurs-1885,saat 22:00 - 23:00 mdt arasında dustaqlar həyətdə yanğın törətdi, Saat 22.00-23.00 əmdəti arasından dostallar həyat də yağın törətdi.,saat 22 00 23 00 mdt arasında dustaqlar həyətdə yanğın törətdi, saat 22 00 23 00 əmdəti arasından dostallar həyat də yağın törətdi ,0.5455,
fleurs-1681,bununla belə əslində bu sadəcə bir eksperiment deyil eksperiment bir və ya daha çox ehtimal fərziyyəsini aradan qaldırmaq üçün istifadə olunan sınaqdır suallar vermək və müşahidələr aparmaq da elmi tədqiqatın bir hissəsidir," Bununla belə əslində bu, sadəcə bir eksperiment deyil. Eksperiment bir və ya da daha çox ehtimal fəziyyəsinin aradan qaldırmaq üzün istifadə olunan sınaktır. Suallar verivək və müşahidələr aparmaq da elmi tədqiqatın bir hissəsidir.",bununla belə əslində bu sadəcə bir eksperiment deyil eksperiment bir və ya daha çox ehtimal fərziyyəsini aradan qaldırmaq üçün istifadə olunan sınaqdır suallar vermək və müşahidələr aparmaq da elmi tədqiqatın bir hissəsidir, bununla belə əslində bu sadəcə bir eksperiment deyil eksperiment bir və ya da daha çox ehtimal fəziyyəsinin aradan qaldırmaq üzün istifadə olunan sınaktır suallar verivək və müşahidələr aparmaq da elmi tədqiqatın bir hissəsidir ,0.1562,
fleurs-1809,dəmir yolu rayının hissələrini yerində tutmaq üçün şpallar kifayət qədər tez təqdim edilmişdi yenə də vaxt keçdikcə həmin rayların üstündə də dəmir olsaydı bu yolların daha əlverişli olacağı zənn edilirdi," Dəmir yolu rayının hissələrini yerində tutmaq üçün şiballar kifayə qədər tez dəqdim edilmişdi. Yenə də, vaxt keçdiyəcə həmir rayların üstündə də dəmr olsaydı, bu yolların da hərbeşli olacağı zənn edilirdi.",dəmir yolu rayının hissələrini yerində tutmaq üçün şpallar kifayət qədər tez təqdim edilmişdi yenə də vaxt keçdikcə həmin rayların üstündə də dəmir olsaydı bu yolların daha əlverişli olacağı zənn edilirdi, dəmir yolu rayının hissələrini yerində tutmaq üçün şiballar kifayə qədər tez dəqdim edilmişdi yenə də vaxt keçdiyəcə həmir rayların üstündə də dəmr olsaydı bu yolların da hərbeşli olacağı zənn edilirdi ,0.2667,
fleurs-1835,"sunami təhlükəsi haqqında hər hansı bir xəbərdarlıq edilmədi və cakarta geofizika idarəsinin bildirişinə əsasən sarsıntı 6,5 bal gücündən daha zəif olduğu üçün sunami təhlükəsinə dair bir xəbərdarlıq edilməyəcək"," Təhlükəsi haqqında hər hansı bir xəbərdarlıq edilmədi və Jakarta Geofizika İdarəsinin bildirişin əsasən, sarsıntı 6,5 bal gücündən daha zəif olduğu üçün Təhlükəsindən dair bir xəbərdarlıq edilməyəcək.",sunami təhlükəsi haqqında hər hansı bir xəbərdarlıq edilmədi və cakarta geofizika idarəsinin bildirişinə əsasən sarsıntı 6 5 bal gücündən daha zəif olduğu üçün sunami təhlükəsinə dair bir xəbərdarlıq edilməyəcək, təhlükəsi haqqında hər hansı bir xəbərdarlıq edilmədi və jakarta geofizika i darəsinin bildirişin əsasən sarsıntı 6 5 bal gücündən daha zəif olduğu üçün təhlükəsindən dair bir xəbərdarlıq edilməyəcək ,0.2414,
